page_url,franchise,is_named,infobox_field_count_clean,raw_is_dead,has_actor,tmdb_match,billing_order,episode_count,is_onscreen
https://james-camerons-avatar.fandom.com/wiki/Neytiri's_great-great-grandfather,Avatar,1,15,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Nash_McCosker,Avatar,1,16,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Kakalu,Avatar,1,9,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/CJ,Avatar,1,9,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Ak'tari,Avatar,1,12,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Aonung,Avatar,1,21,0.0,1,1,14.0,,1
https://james-camerons-avatar.fandom.com/wiki/Tsireya,Avatar,1,22,0.0,1,1,16.0,,1
https://james-camerons-avatar.fandom.com/wiki/Rotxo,Avatar,1,19,1.0,1,1,17.0,,1
https://james-camerons-avatar.fandom.com/wiki/Yeyongo,Avatar,1,15,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Earl,Avatar,1,15,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Ronal,Avatar,1,20,1.0,1,1,4.0,,1
https://james-camerons-avatar.fandom.com/wiki/Mick_Scoresby,Avatar,1,17,1.0,1,1,15.0,,1
https://james-camerons-avatar.fandom.com/wiki/Yeyongo's_Child,Avatar,1,14,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Miles_Socorro,Avatar,1,22,0.0,1,1,14.0,,1
https://james-camerons-avatar.fandom.com/wiki/Tarsem,Avatar,1,17,0.0,1,1,23.0,,1
https://james-camerons-avatar.fandom.com/wiki/Karina_Mogue,Avatar,1,9,0.0,0,1,10.0,,1
https://james-camerons-avatar.fandom.com/wiki/Ian_Garvin,Avatar,1,17,0.0,1,1,9.0,,1
https://james-camerons-avatar.fandom.com/wiki/Kamun,Avatar,1,15,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Tiaru,Avatar,1,14,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Angat,Avatar,1,12,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Ro'até,Avatar,1,13,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Omi,Avatar,1,11,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Sahane,Avatar,1,11,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Taktu,Avatar,1,9,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Aneya,Avatar,1,11,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Fatao,Avatar,1,10,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/O'ame,Avatar,1,10,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Trinity_Harper,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Raven,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/John,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Joe_Santos,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Hercules,Avatar,1,7,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Titus_McMahon,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Niya_Hassan,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Victor_Rogers,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Nathan_Gomez,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Lily_Reese,Avatar,1,12,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Will_Murphy,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Vince_Anderson,Avatar,1,14,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Ashley_Sloane,Avatar,1,14,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Scott,Avatar,1,8,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Edmund_Langford,Avatar,1,9,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Raven's_Mother,Avatar,1,14,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Zeke_Hodge,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Reid,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Raven's_Father,Avatar,1,14,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Austin_Finlay,Avatar,1,8,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Polina_Sidorova,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Kim_Greene,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Anuk,Avatar,1,11,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Bob,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Tsu'tey's_Banshee,Avatar,1,12,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Kiri,Avatar,1,24,0.0,1,0,,,1
https://james-camerons-avatar.fandom.com/wiki/Basketball_Avatar_(female),Avatar,1,13,0.0,1,1,31.0,,1
https://james-camerons-avatar.fandom.com/wiki/Suit_1,Avatar,1,17,0.0,1,1,23.0,,1
https://james-camerons-avatar.fandom.com/wiki/Payakan,Avatar,1,16,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Ruby_Carr,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Phil_Bennet,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Simona_Costello,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Wolfe,Avatar,1,14,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Cynthia,Avatar,1,13,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Blake_Lawson,Avatar,1,7,,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Mireya,Avatar,1,15,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Basketball_Avatar_(male),Avatar,1,13,,1,1,31.0,,1
https://james-camerons-avatar.fandom.com/wiki/No'eng,Avatar,1,13,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Ikeyni's_Banshee,Avatar,1,12,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Tawkami_Olo'eyktan,Avatar,1,14,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Tawkami_Tsahìk,Avatar,1,14,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Suit_2,Avatar,1,17,0.0,1,1,23.0,,1
https://james-camerons-avatar.fandom.com/wiki/Paz_Socorro,Avatar,1,17,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Yeyatley,Avatar,1,15,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Pentìyaru,Avatar,1,15,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Wu_Mingxia,Avatar,1,16,0.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Zdinarsik,Avatar,1,18,1.0,1,1,25.0,,1
https://james-camerons-avatar.fandom.com/wiki/Walker,Avatar,1,17,1.0,1,1,31.0,,1
https://james-camerons-avatar.fandom.com/wiki/Lopez,Avatar,1,17,1.0,1,1,30.0,,1
https://james-camerons-avatar.fandom.com/wiki/Ro'a,Avatar,1,14,1.0,0,0,,,0
https://james-camerons-avatar.fandom.com/wiki/Mansk,Avatar,1,17,1.0,1,1,24.0,,1
https://james-camerons-avatar.fandom.com/wiki/Ward,Avatar,1,16,1.0,1,0,,,1
https://james-camerons-avatar.fandom.com/wiki/Zhang,Avatar,1,17,1.0,1,1,29.0,,1
https://james-camerons-avatar.fandom.com/wiki/Warren,Avatar,1,16,1.0,0,0,,,0
